"","player_id","full_name","last_name","first_name","pos","shoots","height","weight","birthdate","latest_team_id","team_name","division","jersey_number","rookie"
"25",8371,"Mason Vaccari","Vaccari","Mason","G","L",5.11,173,"2005-04-29",2,"Kingston Frontenacs","East Division",1,1
"26",8600,"Jackson Stewart","Stewart","Jackson","LW","L",6,191,"2004-06-18",2,"Kingston Frontenacs","East Division",2,1
"27",8234,"Braden Haché","Haché","Braden","D","L",6.04,205,"2003-05-21",2,"Kingston Frontenacs","East Division",5,0
"28",8380,"Chase Costantino","Costantino","Chase","D","R",6.03,175,"2003-07-28",2,"Kingston Frontenacs","East Division",7,0
"29",8336,"Martin Chromiak","Chromiak","Martin","LW","R",5.1,192,"2002-08-20",2,"Kingston Frontenacs","East Division",8,0
"30",8599,"Gage Heyes","Heyes","Gage","RW","R",5.11,165,"2004-04-21",2,"Kingston Frontenacs","East Division",9,1
"31",8381,"Christopher Thibodeau","Thibodeau","Christopher","C","R",5.09,135,"2005-10-13",2,"Kingston Frontenacs","East Division",10,1
"32",8170,"Francesco Arcuri","Arcuri","Francesco","LW","L",6.02,200,"2003-06-13",2,"Kingston Frontenacs","East Division",13,0
"33",7774,"Jordan Frasca","Frasca","Jordan","C","L",6.02,184,"2001-07-05",2,"Kingston Frontenacs","East Division",14,0
"34",8378,"Paul Hughes","Hughes","Paul","RW","R",6.01,180,"2003-02-27",2,"Kingston Frontenacs","East Division",16,0
"35",8374,"Paul Ludwinski","Ludwinski","Paul","C","L",5.11,172,"2004-04-23",2,"Kingston Frontenacs","East Division",19,1
"36",8372,"Matthew Soto","Soto","Matthew","RW","R",5.11,168,"2005-08-31",2,"Kingston Frontenacs","East Division",22,1
"37",8323,"Ethan Ritchie","Ritchie","Ethan","D","L",6,196,"2002-06-04",2,"Kingston Frontenacs","East Division",23,0
"38",8377,"Thomas Budnick","Budnick","Thomas","D","L",6,190,"2004-02-14",2,"Kingston Frontenacs","East Division",24,1
"39",8375,"Mitchell Brooks","Brooks","Mitchell","C","L",5.09,175,"2005-03-23",2,"Kingston Frontenacs","East Division",26,1
"40",8382,"Lucas Edmonds","Edmonds","Lucas","RW","R",5.11,183,"2001-01-27",2,"Kingston Frontenacs","East Division",27,0
"41",8379,"Nathan Poole","Poole","Nathan","C","L",6.01,197,"2004-07-28",2,"Kingston Frontenacs","East Division",28,1
"42",7786,"Ryan Dugas","Dugas","Ryan","G","L",6.01,194,"2001-07-10",2,"Kingston Frontenacs","East Division",29,0
"43",8314,"Aidan Spooner","Spooner","Aidan","G","R",6.05,210,"2002-04-30",2,"Kingston Frontenacs","East Division",30,0
"44",8373,"Leevi Meriläinen","Meriläinen","Leevi","G","L",6.02,160,"2002-08-13",2,"Kingston Frontenacs","East Division",31,0
"45",8376,"Quinton Burns","Burns","Quinton","D","L",6.02,170,"2005-04-14",2,"Kingston Frontenacs","East Division",41,1
"46",8021,"Jake Murray","Murray","Jake","D","L",6.03,198,"2002-04-11",2,"Kingston Frontenacs","East Division",43,0
"47",7812,"Lucas Peric","Peric","Lucas","D","L",6,180,"2001-01-08",2,"Kingston Frontenacs","East Division",44,0
"48",8168,"Shane Wright","Wright","Shane","C","R",6.01,185,"2004-01-05",2,"Kingston Frontenacs","East Division",51,0
"49",8019,"Zayde Wisdom","Wisdom","Zayde","RW","R",5.1,201,"2002-07-07",2,"Kingston Frontenacs","East Division",74,0
"50",8169,"Maddox Callens","Callens","Maddox","LW","L",6,180,"2003-02-11",2,"Kingston Frontenacs","East Division",93,0
"51",8415,"Patrick Leaver","Leaver","Patrick","G","L",6.01,183,"2003-09-04",4,"Oshawa Generals","East Division",1,0
"52",7825,"Liam Whittaker","Whittaker","Liam","D","L",6,178,"2001-06-06",4,"Oshawa Generals","East Division",3,0
"53",8542,"Parker Petruniak","Petruniak","Parker","D","R",6.05,183,"2003-05-09",4,"Oshawa Generals","East Division",4,0
"54",8539,"Blake Smith","Smith","Blake","D","L",6.03,194,"2004-10-05",4,"Oshawa Generals","East Division",5,1
"55",8614,"Ryan O'Dell","O'Dell","Ryan","D","R",6.04,190,"2004-02-14",4,"Oshawa Generals","East Division",6,0
"56",8454,"Kevin Niedenz","Niedenz","Kevin","LW","L",6.01,170,"2003-04-02",4,"Oshawa Generals","East Division",7,0
"57",8093,"Dawson McKinney","McKinney","Dawson","RW","R",6,176,"2002-06-23",4,"Oshawa Generals","East Division",8,0
"58",8414,"Matthew Buckley","Buckley","Matthew","RW","R",5.11,170,"2005-03-21",4,"Oshawa Generals","East Division",11,1
"59",7932,"Lleyton Moore","Moore","Lleyton","D","L",5.08,176,"2002-02-27",4,"Oshawa Generals","East Division",12,0
"60",7794,"Ryan Stepien","Stepien","Ryan","RW","R",5.11,172,"2001-09-19",4,"Oshawa Generals","East Division",16,0
"61",8540,"Luke Torrance","Torrance","Luke","LW","L",6,202,"2004-03-30",4,"Oshawa Generals","East Division",17,1
"62",8342,"Cooper Way","Way","Cooper","C","L",6.03,193,"2003-06-11",4,"Oshawa Generals","East Division",18,0
"63",8543,"Luca Marrelli","Marrelli","Luca","D","R",6.01,174,"2005-10-04",4,"Oshawa Generals","East Division",19,1
"64",8541,"Kobe Tallman","Tallman","Kobe","LW","L",5.11,205,"2003-03-02",4,"Oshawa Generals","East Division",20,0
"65",8413,"Calum Ritchie","Ritchie","Calum","C","R",6.02,178,"2005-01-21",4,"Oshawa Generals","East Division",21,1
"66",8615,"Ryan O'Toole","O'Toole","Ryan","RW","R",5.11,184,"2002-01-25",4,"Oshawa Generals","East Division",23,0
"67",8624,"Andrew Whitton","Whitton","Andrew","RW","R",6.04,190,"2003-10-05",4,"Oshawa Generals","East Division",24,0
"68",8249,"David Jesus","Jesus","David","D","R",6.04,187,"2002-05-30",4,"Oshawa Generals","East Division",25,0
"69",8152,"Daniel Michaud","Michaud","Daniel","LW","L",6.03,190,"2003-02-14",4,"Oshawa Generals","East Division",29,0
"70",8043,"Matthew Sbrocca","Sbrocca","Matthew","G","L",6.03,199,"2002-08-16",4,"Oshawa Generals","East Division",30,0
"71",8527,"Carter Bickle","Bickle","Carter","G","L",5.11,157,"2004-05-27",4,"Oshawa Generals","East Division",31,1
"72",8248,"Tye McSorley","McSorley","Tye","RW","R",6,210,"2001-06-11",4,"Oshawa Generals","East Division",32,0
"73",8157,"Zachary Paputsakis","Paputsakis","Zachary","G","L",6.03,192,"2001-11-08",4,"Oshawa Generals","East Division",33,0
"74",8523,"Ryan Polidori","Polidori","Ryan","G","L",5.11,220,"2001-01-31",4,"Oshawa Generals","East Division",35,0
"75",7685,"Mitchell Brewer","Brewer","Mitchell","D","L",6.01,199,"2001-03-20",4,"Oshawa Generals","East Division",42,0
"76",8151,"Brett Harrison","Harrison","Brett","C","L",6.03,182,"2003-06-07",4,"Oshawa Generals","East Division",44,0
"77",8123,"Ryan Gagnier","Gagnier","Ryan","C","L",6,188,"2002-07-16",4,"Oshawa Generals","East Division",67,0
"78",7924,"Ty Tullio","Tullio","Ty","C","R",5.11,180,"2002-04-05",4,"Oshawa Generals","East Division",71,0
"79",8250,"Riley Pitt","Pitt","Riley","D","L",6.04,185,"2003-02-19",4,"Oshawa Generals","East Division",83,0
"80",8595,"Derek Smyth","Smyth","Derek","D","L",6.04,207,"2004-04-17",5,"Ottawa 67's","East Division",2,1
"81",8137,"Teddy Sawyer","Sawyer","Teddy","D","L",6,184,"2003-12-12",5,"Ottawa 67's","East Division",3,0
"82",8584,"Steven Laforme","Laforme","Steven","C","L",6,192,"2003-02-07",5,"Ottawa 67's","East Division",4,0
"83",8332,"Ranvir Gill-Shane","Gill-Shane","Ranvir","D","R",6.02,190,"2003-06-17",5,"Ottawa 67's","East Division",5,0
"84",8590,"Thomas Sirman","Sirman","Thomas","D","L",5.1,172,"2004-03-05",5,"Ottawa 67's","East Division",6,1
"85",8138,"Brenden Sirizzotti","Sirizzotti","Brenden","RW","R",6,180,"2003-04-14",5,"Ottawa 67's","East Division",8,0
"86",8585,"Chris Barlas","Barlas","Chris","C","L",5.09,179,"2005-01-10",5,"Ottawa 67's","East Division",9,1
"87",7888,"Cameron Tolnai","Tolnai","Cameron","C","L",6.01,183,"2002-02-14",5,"Ottawa 67's","East Division",10,0
"88",7743,"Adam Varga","Varga","Adam","RW","R",6.01,181,"2001-06-07",5,"Ottawa 67's","East Division",11,0
"89",8140,"Anthony Costantini","Costantini","Anthony","D","R",6.01,170,"2002-08-04",5,"Ottawa 67's","East Division",12,0
"90",7927,"Dylan Robinson","Robinson","Dylan","LW","L",6.02,171,"2002-07-01",5,"Ottawa 67's","East Division",13,0
"91",8139,"Thomas Johnston","Johnston","Thomas","LW","L",5.09,161,"2003-07-04",5,"Ottawa 67's","East Division",16,0
"92",8586,"Brady Stonehouse","Stonehouse","Brady","RW","L",5.09,182,"2004-08-06",5,"Ottawa 67's","East Division",17,1
"93",8594,"Jack Dever","Dever","Jack","RW","R",5.1,172,"2005-09-05",5,"Ottawa 67's","East Division",18,1
"94",8136,"Jack Beck","Beck","Jack","LW","L",5.11,151,"2003-04-12",5,"Ottawa 67's","East Division",19,0
"95",8587,"Luca Pinelli","Pinelli","Luca","C","L",5.09,160,"2005-04-05",5,"Ottawa 67's","East Division",20,1
"96",8023,"Yanic Crete","Crete","Yanic","C","L",6,190,"2002-05-07",5,"Ottawa 67's","East Division",21,0
"97",8588,"Matthew Mayich","Mayich","Matthew","D","L",6.02,179,"2004-12-21",5,"Ottawa 67's","East Division",22,1
"98",8596,"Will Gerrior","Gerrior","Will","LW","L",5.1,162,"2004-03-02",5,"Ottawa 67's","East Division",23,1
"99",8609,"Vinzenz Rohrer","Rohrer","Vinzenz","RW","R",5.11,168,"2004-09-09",5,"Ottawa 67's","East Division",24,1
"100",8589,"Brad Gardiner","Gardiner","Brad","C","R",6,163,"2005-03-06",5,"Ottawa 67's","East Division",25,1
"101",7891,"Alec Belanger","Belanger","Alec","D","L",6,191,"2002-05-29",5,"Ottawa 67's","East Division",26,0
"102",8135,"Jack Matier","Matier","Jack","D","R",6.04,200,"2003-04-08",5,"Ottawa 67's","East Division",27,0
"103",8625,"Vsevolod Gaidamak","Gaidamak","Vsevolod","C","L",5.11,196,"2003-04-09",5,"Ottawa 67's","East Division",28,1
"104",8591,"Cooper Foster","Foster","Cooper","C","L",5.11,166,"2005-06-04",5,"Ottawa 67's","East Division",29,1
"105",8593,"Collin MacKenzie","MacKenzie","Collin","G","L",6,162,"2004-11-30",5,"Ottawa 67's","East Division",30,1
"106",7890,"Will Cranley","Cranley","Will","G","L",6.05,193,"2002-02-26",5,"Ottawa 67's","East Division",31,0
"107",8592,"Max Donoso","Donoso","Max","G","R",6.01,173,"2003-06-11",5,"Ottawa 67's","East Division",35,0
"108",8555,"Samuel Mayer","Mayer","Samuel","D","L",NA,199,"2003-04-15",6,"Peterborough Petes","East Division",2,0
"109",8597,"Jack Falkner","Falkner","Jack","C","L",5.09,154,"2003-03-19",6,"Peterborough Petes","East Division",5,0
"110",8553,"Konnor Smith","Smith","Konnor","D","L",6.04,205,"2004-09-06",6,"Peterborough Petes","East Division",6,1
"111",7982,"Shawn Spearing","Spearing","Shawn","D","L",6.02,189,"2002-07-26",6,"Peterborough Petes","East Division",7,0
"112",8557,"Ryan Gagner","Gagner","Ryan","C","L",5.09,145,"2004-04-08",6,"Peterborough Petes","East Division",8,1
"113",8353,"Brian Zanetti","Zanetti","Brian","D","L",6.02,183,"2003-03-15",6,"Peterborough Petes","East Division",9,0
"114",8231,"J.R. Avon","Avon","J.R.","C","L",6,181,"2003-07-04",6,"Peterborough Petes","East Division",10,0
"115",8354,"Justin DeZoete","DeZoete","Justin","RW","L",6,178,"2004-01-02",6,"Peterborough Petes","East Division",11,1
"116",8230,"Josh Kavanagh","Kavanagh","Josh","D","R",6,177,"2003-05-06",6,"Peterborough Petes","East Division",12,0
"117",7955,"Carson Whitson","Whitson","Carson","RW","R",5.08,140,"2002-01-28",6,"Peterborough Petes","East Division",14,0
"118",8251,"Keegan McMullen","McMullen","Keegan","LW","L",6,181,"2002-03-19",6,"Peterborough Petes","East Division",15,0
"119",8350,"Nick Lardis","Lardis","Nick","RW","L",5.1,155,"2005-07-08",6,"Peterborough Petes","East Division",16,1
"120",8355,"Zack Lewis","Lewis","Zack","RW","R",6,173,"2005-01-25",6,"Peterborough Petes","East Division",17,1
"121",8235,"Cole Patey","Patey","Cole","RW","L",5.11,166,"2003-02-11",6,"Peterborough Petes","East Division",18,0
"122",8351,"Donovan McCoy","McCoy","Donovan","D","R",6.01,201,"2004-11-10",6,"Peterborough Petes","East Division",19,1
"123",8554,"Jaden Reyers","Reyers","Jaden","C","L",6.02,200,"2004-06-01",6,"Peterborough Petes","East Division",21,1
"124",8290,"Tucker Robertson","Robertson","Tucker","C","R",5.1,187,"2003-06-22",6,"Peterborough Petes","East Division",22,0
"125",8233,"Mason McTavish","McTavish","Mason","C","L",6.01,207,"2003-01-30",6,"Peterborough Petes","East Division",23,0
"126",8236,"Artem Guryev","Guryev","Artem","D","L",6.03,217,"2003-05-17",6,"Peterborough Petes","East Division",24,0
"127",8022,"Kallaway Mercer","Mercer","Kallaway","C","L",5.11,170,"2002-07-17",6,"Peterborough Petes","East Division",25,0
"128",8556,"Jax Dubois","Dubois","Jax","C","R",6.03,195,"2003-06-18",6,"Peterborough Petes","East Division",26,0
"129",8352,"James Guo","Guo","James","D","R",6,183,"2005-05-02",6,"Peterborough Petes","East Division",27,1
"130",8616,"Kaspars Ziemins","Ziemins","Kaspars","RW","R",6.02,190,"2002-03-11",6,"Peterborough Petes","East Division",28,0
"131",8348,"Sam Alfano","Alfano","Sam","RW","R",6.04,205,"2004-01-18",6,"Peterborough Petes","East Division",29,0
"132",7980,"Tye Austin","Austin","Tye","G","L",6.05,198,"2002-05-28",6,"Peterborough Petes","East Division",30,0
"133",8229,"Michael Simpson","Simpson","Michael","G","R",6.01,191,"2003-02-09",6,"Peterborough Petes","East Division",31,0
"134",8498,"Liam Sztuska","Sztuska","Liam","G","R",6,164,"2004-05-01",6,"Peterborough Petes","East Division",35,1
"135",8598,"Matteo Caruso","Caruso","Matteo","G","R",6.04,179,"2005-04-25",7,"Barrie Colts","Central Division",1,1
"136",8165,"Connor Punnett","Punnett","Connor","D","L",6.02,196,"2003-06-16",7,"Barrie Colts","Central Division",2,0
"137",7718,"Mathew Hill","Hill","Mathew","D","L",6.03,221,"2001-05-01",7,"Barrie Colts","Central Division",3,0
"138",8446,"Grayson Tiller","Tiller","Grayson","D","L",5.1,179,"2005-02-20",7,"Barrie Colts","Central Division",8,1
"139",8298,"Vladislav Dvurechenskii","Dvurechenskii","Vladislav","LW","L",6.04,207,"2003-06-18",7,"Barrie Colts","Central Division",10,0
"140",7904,"Ethan Cardwell","Cardwell","Ethan","C","R",5.11,190,"2002-08-30",7,"Barrie Colts","Central Division",11,0
"141",8098,"Ian Lemieux","Lemieux","Ian","D","L",6,187,"2002-02-13",7,"Barrie Colts","Central Division",14,0
"142",8270,"Jacob Frasca","Frasca","Jacob","C","R",6.04,208,"2003-03-19",7,"Barrie Colts","Central Division",15,0
"143",7834,"Anthony Tabak","Tabak","Anthony","LW","L",6.05,208,"2001-12-06",7,"Barrie Colts","Central Division",16,0
"144",8269,"Trey Zagrzebski","Zagrzebski","Trey","RW","R",5.09,185,"2003-01-03",7,"Barrie Colts","Central Division",17,0
"145",8457,"Hunter Haight","Haight","Hunter","C","R",5.1,167,"2004-04-04",7,"Barrie Colts","Central Division",19,1
"146",8453,"Oskar Olausson","Olausson","Oskar","RW","L",NA,NA,"2002-11-10",7,"Barrie Colts","Central Division",21,0
"147",8447,"Cooper Matthews","Matthews","Cooper","RW","R",5.09,170,"2004-02-11",7,"Barrie Colts","Central Division",22,1
"148",8633,"Tai York","York","Tai","LW","L",NA,168,"2004-06-18",7,"Barrie Colts","Central Division",23,1
"149",8335,"Oliver Smith","Smith","Oliver","LW","L",6.01,188,"2003-03-02",7,"Barrie Colts","Central Division",26,0
"150",8448,"David Burri","Burri","David","D","R",NA,NA,"2003-07-22",7,"Barrie Colts","Central Division",27,0
"151",8299,"Matteo Lalama","Lalama","Matteo","G","R",6,163,"2002-02-12",7,"Barrie Colts","Central Division",30,0
"152",8271,"Ryan Del Monte","Del Monte","Ryan","C","R",5.1,175,"2003-04-03",7,"Barrie Colts","Central Division",34,0
"153",7892,"Evan Vierling","Vierling","Evan","C","L",6,167,"2002-06-20",7,"Barrie Colts","Central Division",41,0
"154",8449,"Beau Jelsma","Jelsma","Beau","LW","L",5.09,174,"2004-04-28",7,"Barrie Colts","Central Division",53,1
"155",8267,"Brandt Clarke","Clarke","Brandt","D","R",6.02,188,"2003-02-09",7,"Barrie Colts","Central Division",55,0
"156",8116,"Matthew Sredl","Sredl","Matthew","D","R",6.01,191,"2002-04-22",7,"Barrie Colts","Central Division",57,0
"157",8032,"Tanner Wickware","Wickware","Tanner","G","R",6.04,191,"2001-02-15",7,"Barrie Colts","Central Division",62,0
"158",8033,"Tyson Foerster","Foerster","Tyson","RW","R",6.01,193,"2002-01-18",7,"Barrie Colts","Central Division",71,0
"159",7719,"Nathan Allensen","Allensen","Nathan","D","L",6,202,"2001-05-03",7,"Barrie Colts","Central Division",72,0
"160",7745,"Nicholas Porco","Porco","Nicholas","LW","L",6,182,"2001-03-12",7,"Barrie Colts","Central Division",74,0
"161",8450,"Chris Grisolia","Grisolia","Chris","C","L",6,168,"2005-04-30",7,"Barrie Colts","Central Division",81,1
"162",8451,"Beau Akey","Akey","Beau","D","R",6,167,"2005-04-30",7,"Barrie Colts","Central Division",86,1
"163",8452,"Artur Cholach","Cholach","Artur","D","L",NA,NA,"2003-06-30",7,"Barrie Colts","Central Division",91,0
"164",8583,"Roenick Jodoin","Jodoin","Roenick","C","R",5.06,150,"2004-09-10",7,"Barrie Colts","Central Division",92,1
"165",8244,"Ryan Thompson","Thompson","Ryan","D","R",6.02,184,"2002-10-10",8,"Erie Otters","Midwest Division",3,0
"166",8524,"Nathan Sauder","Sauder","Nathan","D","R",6.01,190,"2005-02-01",8,"Erie Otters","Midwest Division",5,1
"167",8534,"Taeo Artichuk","Artichuk","Taeo","C","R",5.1,161,"2005-02-15",8,"Erie Otters","Midwest Division",6,1
"168",8525,"Owain Johnston","Johnston","Owain","D","R",6,172,"2003-10-19",8,"Erie Otters","Midwest Division",7,0
"169",8535,"Carey Terrance","Terrance","Carey","C","R",6.01,170,"2005-05-10",8,"Erie Otters","Midwest Division",10,1
"170",8537,"Dylan Edwards","Edwards","Dylan","C","R",5.07,150,"2005-07-20",8,"Erie Otters","Midwest Division",11,1
"171",8042,"Elias Cohen","Cohen","Elias","C","R",5.11,152,"2002-08-31",8,"Erie Otters","Midwest Division",13,0
"172",8526,"George Alboim","Alboim","George","D","R",6.02,174,"2005-03-15",8,"Erie Otters","Midwest Division",14,1
"173",8225,"Christian Kyrou","Kyrou","Christian","D","R",5.09,165,"2003-09-16",8,"Erie Otters","Midwest Division",15,0
"174",7964,"Daniel D'Amato","D'Amato","Daniel","RW","L",6.01,162,"2001-04-08",8,"Erie Otters","Midwest Division",17,0
"175",8536,"Kaleb Smith","Smith","Kaleb","C","R",6.01,174,"2005-05-14",8,"Erie Otters","Midwest Division",20,1
"176",8533,"Lucas Ross","Ross","Lucas","LW","L",5.06,150,"2004-03-30",8,"Erie Otters","Midwest Division",23,1
"177",8220,"Aidan Campbell","Campbell","Aidan","G","L",6.05,188,"2002-08-22",8,"Erie Otters","Midwest Division",31,0
"178",7965,"Brendan Sellan","Sellan","Brendan","LW","L",5.09,166,"2001-01-23",8,"Erie Otters","Midwest Division",44,0
"179",8222,"Cameron Morton","Morton","Cameron","D","L",6.01,192,"2002-04-17",8,"Erie Otters","Midwest Division",53,0
"180",8530,"Colby Saganiuk","Saganiuk","Colby","C","R",5.08,154,"2003-02-05",8,"Erie Otters","Midwest Division",71,0
"181",8221,"Connor Lockhart","Lockhart","Connor","C","R",5.08,163,"2003-01-21",8,"Erie Otters","Midwest Division",73,0
"182",8118,"Noah Sedore","Sedore","Noah","LW","L",5.08,156,"2002-02-24",8,"Erie Otters","Midwest Division",74,0
"183",8528,"Nolan LaLonde","LaLonde","Nolan","G","R",6,168,"2004-02-14",8,"Erie Otters","Midwest Division",79,1
"184",8531,"Cameron Lowe","Lowe","Cameron","C","L",6,157,"2004-03-04",8,"Erie Otters","Midwest Division",86,1
"185",8532,"Artyom Kulakov","Kulakov","Artyom","D","L",6.02,201,"2003-02-14",8,"Erie Otters","Midwest Division",88,0
"186",8223,"Brett Bressette","Bressette","Brett","C","L",5.08,155,"2003-07-04",8,"Erie Otters","Midwest Division",89,0
"187",7805,"Brendan Hoffmann","Hoffmann","Brendan","RW","R",6.02,205,"2001-10-09",8,"Erie Otters","Midwest Division",91,0
"188",7800,"Emmett Sproule","Sproule","Emmett","LW","L",5.1,167,"2001-03-19",8,"Erie Otters","Midwest Division",93,0
"189",8346,"Spencer Sova","Sova","Spencer","D","R",6.01,174,"2004-01-10",8,"Erie Otters","Midwest Division",94,1
"190",8567,"Jacob Oster","Oster","Jacob","G","R",6.03,187,"2004-03-26",9,"Guelph Storm","Midwest Division",1,1
"191",8563,"Zackary Sandhu","Sandhu","Zackary","D","L",6.01,189,"2005-12-20",9,"Guelph Storm","Midwest Division",2,1
"192",8564,"Drew Wawrow","Wawrow","Drew","D","R",5.11,180,"2001-02-02",9,"Guelph Storm","Midwest Division",3,0
"193",8357,"Michael Buchinger","Buchinger","Michael","D","L",6,185,"2004-04-25",9,"Guelph Storm","Midwest Division",4,1
"194",7922,"Daniil Chayka","Chayka","Daniil","D","L",6.03,179,"2002-10-22",9,"Guelph Storm","Midwest Division",5,0
"195",8227,"Jacob Maillet","Maillet","Jacob","C","R",6.01,187,"2003-03-13",9,"Guelph Storm","Midwest Division",6,0
"196",7893,"Michael Bianconi","Bianconi","Michael","D","L",6,170,"2002-05-19",9,"Guelph Storm","Midwest Division",7,0
"197",8565,"Jakob MacRae","MacRae","Jakob","D","R",6,193,"2005-02-04",9,"Guelph Storm","Midwest Division",8,1
"198",8560,"Chase Coughlan","Coughlan","Chase","RW","R",5.1,190,"2005-06-17",9,"Guelph Storm","Midwest Division",9,1
"199",8358,"Jake Karabela","Karabela","Jake","C","L",5.11,170,"2004-03-07",9,"Guelph Storm","Midwest Division",10,1
"200",8566,"Cam Allen","Allen","Cam","D","R",5.11,190,"2005-01-07",9,"Guelph Storm","Midwest Division",11,1
"201",8356,"Matthew Poitras","Poitras","Matthew","C","R",5.11,170,"2004-03-10",9,"Guelph Storm","Midwest Division",14,1
"202",8277,"Braeden Bowman","Bowman","Braeden","RW","R",6.02,195,"2003-06-26",9,"Guelph Storm","Midwest Division",15,0
"203",8212,"Danny Zhilkin","Zhilkin","Danny","C","L",6.02,185,"2003-12-19",9,"Guelph Storm","Midwest Division",17,0
"204",8217,"Marko Sikic","Sikic","Marko","C","R",6.03,183,"2003-03-24",9,"Guelph Storm","Midwest Division",19,0
"205",8561,"Ryan McGuire","McGuire","Ryan","LW","L",5.1,185,"2004-02-29",9,"Guelph Storm","Midwest Division",20,1
"206",8359,"Nolan Forster","Forster","Nolan","RW","R",5.11,179,"2003-08-21",9,"Guelph Storm","Midwest Division",21,0
"207",8014,"Ben McFarlane","McFarlane","Ben","RW","R",5.09,175,"2002-08-09",9,"Guelph Storm","Midwest Division",22,0
"208",8562,"Charlie Paquette","Paquette","Charlie","RW","R",6,185,"2005-12-06",9,"Guelph Storm","Midwest Division",23,1
"209",8105,"Matthew Papais","Papais","Matthew","LW","L",5.11,188,"2002-01-29",9,"Guelph Storm","Midwest Division",24,0
"210",8015,"Luka Profaca","Profaca","Luka","D","R",6.02,174,"2002-03-30",9,"Guelph Storm","Midwest Division",26,0
"211",8500,"Valentin Zhugin","Zhugin","Valentin","LW","L",5.11,185,"2004-12-13",9,"Guelph Storm","Midwest Division",27,1
"212",8214,"Cooper Walker","Walker","Cooper","C","R",6,178,"2002-07-11",9,"Guelph Storm","Midwest Division",28,0
"213",8499,"Leo Hafenrichter","Hafenrichter","Leo","D","R",6.01,175,"2004-07-29",9,"Guelph Storm","Midwest Division",29,1
"214",8219,"Owen Bennett","Bennett","Owen","G","R",6.03,202,"2002-04-11",9,"Guelph Storm","Midwest Division",31,0
"215",8383,"Dixon Grimes","Grimes","Dixon","G","R",6.04,196,"2003-04-05",9,"Guelph Storm","Midwest Division",32,0
